title,label,label_score
Lippo St Moritz Gencarkan Program Ramah Lingkungan,non-clickbait,0
Mahasiswa Asal Kalimantan Curhat Soal Kabut Asap,clickbait,1
"Kandidat Tuan Rumah Piala Dunia U-20, Delegasi FIFA Inspeksi Stadion Manahan Solo",non-clickbait,0
"Buka Keran Impor Gula Industri, Darmin Menunggu Izin Kemendag",non-clickbait,0
Begini Cara Adipati Dolken Dalami Peran sebagai Kasino,clickbait,1
Sri Mulyani Ingin Eselon III Jadi Pembentuk Karakter Generasi Muda Kemenkeu,non-clickbait,0
Ditemukan Cacat Keamanan WhatsApp di iPhone,non-clickbait,0
Neville Komentari Evolusi Manchester United,non-clickbait,0
Susunan Pemain Napoli vs Liverpool,non-clickbait,0
Ledakan Hebat di Australia Hancurkan 100 Kontainer Air Mani Sapi,non-clickbait,0
Sri Mulyani Ingin BPPK Dorong Kemenkeu Jadi Knowledge Institution,non-clickbait,0
Kenaikan Cukai Tembakau 23% Dinilai Upaya Mematikan Petani dan Pekerja,non-clickbait,0
Gol di Injury Time selamatkan Inter Milan dari kekalahan ,non-clickbait,0
Trump: Kesepakatan Perdagangan China Bisa Tercapai saat Pilpres AS,non-clickbait,0
Jaksa Minta Dua Pastor Vatikan Diadili Terkait Skandal Seks,non-clickbait,0
Pegawai KPK Diikat Ketentuan ASN dan Kode Etik,non-clickbait,0
4 Kabupaten di Sumatera Utara Dilanda Kabut Asap Kiriman,non-clickbait,0
Juergen Klopp Merasa Liverpool Tak Pantas Dihukum Penalti,non-clickbait,0
Rumah Anggota DPRD Kabupaten Pasuruan Diteror Bom Bondet,non-clickbait,0
MN KAHMI: Hanya R.Saddam Al Jihad Ketua Umum PB HMI yang Sah,non-clickbait,0
Kegagalan Penalti Reus Warnai Hasil Imbang Dortmund-Barcelona,non-clickbait,0
"Line Up MotoGP 2020: Zarco Masih Abu-abu, Pembalap Malaysia Turun Kelas",non-clickbait,0
LG #SerahkanTurboWash3D Gemakan Kebebasan Bereksplorasi,non-clickbait,0
Morowali Komitmen Cegah Korupsi di Pemerintahan,non-clickbait,0
"Protes Morales, Warga Pukul Panci dan Wajan di Jendela Rumah",non-clickbait,0
Kartu Merah Nodai Kemenangan Manchester City atas Aston Villa,non-clickbait,0
"Tambah Wawasan Warga, Satgas TMMD Gelar Penyuluhan Pertanian",non-clickbait,0
Menteri BUMN Erick Thohir Siapkan Kandidat Pengganti Dirut Mandiri dan Inalum,non-clickbait,0
Tarif Tol Jakarta-Tangerang Dipastikan Naik Per 2 November 2019,non-clickbait,0
PTRI Jenewa Sayangkan Pembelaan 5 Pakar HAM PBB pada Veronica Koman,non-clickbait,0
UE Sepakat Perpanjangan Brexit Tanpa Batas Tanggal yang Pasti,non-clickbait,0
Sandiaga Uno: Beri Kesempatan Para Menteri untuk Bekerja,non-clickbait,0
"Kucuran Rp7,6 Triliun Dorong Percepatan Infrastruktur 5 Destinasi Pariwisata",non-clickbait,0
"Hadiri Ajang Bus World Europe, Bos Transjakarta Lirik Bus Listrik Buatan Eropa",non-clickbait,0
5 Hal 'Lucu' yang Dilakukan Pasangan Setelah Fase Bulan Madu,clickbait,1
Peserta Lintas Alam Punguti Sampah di Pantai Lombok Timur,non-clickbait,0
Menteri Wishnutama Sebut Peran Bekraf Masih Penting dan Strategis,non-clickbait,0
Australia Tempatkan Lebih Banyak Imigran di Luar Kota Besar,non-clickbait,0
Besok Lahir Kampiun Indonesia Farmel Cup 2019,non-clickbait,0
Babak I: Manchester City Ditahan Imbang Aston Villa,non-clickbait,0
Menparekraf Wishnutama Berharap Dukungan Wamen Angela Tanosoedibjo,non-clickbait,0
Peringkat Timnas Futsal Indonesia Melejit,non-clickbait,0
Pecinta Modifikasi Virtual Ikut Genio Artwork Competition,non-clickbait,0
BNN Jatim Bekuk Tiga Tersangka Pemilik 4 Kg Sabu saat Naik Bus,non-clickbait,0
Embusan Angin di Phillip Island Ingatkan Rossi saat Tampil di Kelas 250cc,non-clickbait,0
Aqua Pamerkan Koleksi Fashion Hasil Daur Ulang Botol di JFW 2020,non-clickbait,0
Bupati Morowali Lantik 13 Kades di Menkep dan 5 Anggota BPD,non-clickbait,0
"Bela Arab Saudi, Wapres Pence Nyatakan AS Siap Perang",non-clickbait,0
Bupati Morowali: Kades Harus Mampu Tingkatkan Kesejahteraan Masyarakat,non-clickbait,0
"Marcus/Kevin Menang Susah Payah Ke Final, Anthony Terjegal",non-clickbait,0
Jokowi: Ada 266 Orang Kecewa karena Tak Terpilih Jadi Menteri,non-clickbait,0
Persiapan Penutupan TMMD ke-106 di Lubuk Jering Terus Digeber,non-clickbait,0
Stadion UNS Siap Jadi Venue Latihan Tim Piala Dunia U-20,non-clickbait,0
PDIP Minta Wamen Maksimal Wujudkan Visi Presiden Jokowi,non-clickbait,0
Penerapan B30 Dinilai Tak Signifikan Tekan Impor BBM,non-clickbait,0
"Berhadiah Jimny, Suzuki Umumkan Pemenang Program MERDEKA",non-clickbait,0
"Tak Dapat Jatah Mendikbud, Ini Respons PP Muhammadiyah",clickbait,1
Menteri Erick Thohir Siap Hapus Aturan Penghambat Kinerja BUMN,non-clickbait,0
Perlakuan Istimewa Sarri pada Ronaldo,clickbait,1
Sistem 2-1 Bukan Jaminan Atasi Kemacetan di Jalur Puncak,non-clickbait,0
JFW 2020 Hadirkan Desain Karakter Film Maleficent: Mistress of Evil,non-clickbait,0
Marquez Setuju Kualifikasi Ditunda,non-clickbait,0
Pakar Hukum Tata Negara Sebut Pengangkatan Wamen Sah dan Konstitusional,non-clickbait,0
Lima Lapangan dan Akses Jalan Menuju GBT Dibenahi Standar FIFA,non-clickbait,0
Fresh Market Bintaro Serahterimakan Puluhan Ruko dan Ratusan Kios,non-clickbait,0
Truk Dakar Rally Hino Sukses Membetot Perhatian Pengunjung TMS 2019,non-clickbait,0
Performa Pembalap Toro Rosso Terbaik di Latihan Bebas GP Meksiko,non-clickbait,0
Wishnutama Diminta Kawal Janji Arief Soal KEK Pangandaran dan Cikidang,non-clickbait,0
Posisi Juventus Terancam Usai Ditahan Imbang Lecce,non-clickbait,0
"Ingatkan Bahaya Siber, BSSN Ajak Anak Muda Perkuat Ketahanan Nasional",non-clickbait,0
Dandim 0420/Sarko Berikan Materi Wasbang di Lokasi Persami,non-clickbait,0
"Songkolo, Olahan Ketan Hitam Khas Sulawesi Selatan",non-clickbait,0
Rusia Luncurkan Kapal Perang Pemecah Es untuk Patroli di Arktik,non-clickbait,0
Pengamat Pertanyakan Kelanjutan Proyek Jalan Berbayar di Jakarta,non-clickbait,0
"Peringkat Kemudahan Berbisnis Stagnan, Kemenkeu Klaim Ada Perbaikan",non-clickbait,0
Guardiola Akui Manchester City Alami Periode Buruk,non-clickbait,0
Tiga Provokator Bentrokan di Jembatan Bongkaran Tanah Abang Ditangkap,non-clickbait,0
Pangdam Cenderawasih Buru KKB Penembakan Tiga Tukang Ojek di Intan Jaya,non-clickbait,0
IHSG Diprediksi Reli di Kisaran 6.187-6.372,non-clickbait,0
Anggota Parlemen Jerman 'Usir' Tentara AS,non-clickbait,0
Preview PSG vs Real Madrid: Duel Kelas Berat di Laga Pembuka,non-clickbait,0
"Pura-pura Test Drive, Pria Ini Bawa Kabur dan Jual Honda Jazz",clickbait,1
Rusia Prihatin AS Kirim Pasukan untuk Jaga Ladang Minyak Suriah,non-clickbait,0
Panglima Tinjau Jembatan Holtekamp yang Akan Diresmikan Presiden Jokowi,non-clickbait,0
Polisi Sebut PA Banyak Jadi Bintang Iklan Produk Pakaian,non-clickbait,0
Harga Emas Antam Akhir Pekan Melesat Jadi Rp764.000/Gram,non-clickbait,0
"Asyik, G-Dragon Big Bang Akhiri Wajib Militer Lebih Cepat",clickbait,1
"Hujan Lebat Picu Banjir di Jepang, 10 Orang Tewas",non-clickbait,0
3 Tukang Ojek Tewas Ditembak KKB di Intan Jaya,non-clickbait,0
Hanura Kecewa Tak Dapat Kue Kekuasaan,non-clickbait,0
"Cabor Atletik, Panahan, dan Karate Ditarget Emas, Menpora: Sanggup Ya",non-clickbait,0
Drainase Buruk Jadi Penyebab Sejumlah Wilayah di Kota Medan Tergenang Air,non-clickbait,0
"Liverpool Kalah, Klopp : Napoli Berpeluang Juara Liga Champions",non-clickbait,0
PAN Tegaskan Dirinya Jadi Mitra Pemerintah Bukan Oposisi,non-clickbait,0
Ini Penyebab Musim Hujan Mundur Jadi Awal November,clickbait,1
"Marquez Tercepat di FP4, Kualifikasi Ditunda Minggu",non-clickbait,0
Identitas Selebritas yang Ditangkap Polda Jatim Karena Prostitusi Mulai Terkuak,clickbait,1
"Pekan ke Empat Oktober 2019, Nilai Kapitalisasi Pasar Rp7.190,749 Triliun",non-clickbait,0
Ini Identitas Lima Pelajar SMP Budaya Jakarta yang Tewas Tenggelam di Baduy,clickbait,1
Intel Jerman Sebut Iran Berusaha Dapatkan Senjata Pemusnah Massal,non-clickbait,0
"Silaturahmi, Airlangga Sampaikan Undangan Penghargaan Khusus Kepada JK",non-clickbait,0
Instrumenta #2 Hadirkan Irisan Praktik Seni Media dan Fiksi Ilmiah,non-clickbait,0
"Peduli Lingkungan, Parade Busana TMII 2019 Gunakan Limbah Barang Bekas",non-clickbait,0
"Memasuki Puncak Kemarau, BMKG Prediksi Suhu Surabaya Bisa 35 Derajat",non-clickbait,0
Modus Pemesanan Prostitusi Online Libatkan Selebritas asal Jakarta di Batu Jatim,non-clickbait,0
Kalsel Raih Nominator Terbaik AMH 2019,non-clickbait,0
"Yuk, Perhatikan Asupan Ibu Hamil dan Anak-anak",clickbait,1
Dua Orang Korban Bentrokan di Tanah Abang Alami Luka Cukup Parah,non-clickbait,0
"Rival Politik Masuk Kabinet, Pengamat: Ke Depan Tak Perlu Lagi Ada Pemilu",non-clickbait,0
AS Sanksi Menteri Keamanan Zimbabwe,non-clickbait,0
Ini Harapan Smartfren Terhadap Menkominfo Baru,clickbait,1
Wall Street Naik Saat S&P 500 Cetak Rekor Diterpa Angin Segar Perang Dagang,non-clickbait,0
"Bongkar Kasus Uang Palsu, Polres Mataram Raih Penghargaan dari BI",non-clickbait,0
"Hasil Lengkap Pertandingan NBA, Sabtu (26/10/2019) WIB",non-clickbait,0
Jabar Boyong Tiga Penghargaan Terbaik di AMH 2019,non-clickbait,0
Putra El Chapo Pimpin Penyelamatan Dramatis Saudara Tirinya,non-clickbait,0
Kebakaran Hutan Gunung Ciremai Hanguskan 150 Hektare Lahan,non-clickbait,0
JW Marriott Jakarta Kembali Gelar Cake Mixing Ceremony,non-clickbait,0
Jabar Raih Dua Penghargaan dalam APN 2019,non-clickbait,0
"Rekor Hadiah Rp66,1 Miliar Menunggu Juara Tunggal Final WTA 2019",non-clickbait,0
Warga Vietnam Diduga Jadi Korban 39 Mayat di Truk Kontainer,non-clickbait,0
Masngudin Harumkan Jabar di AHM-TSC 2019,non-clickbait,0
"Bombardir Gawang Southampton 9 Gol, Leicester Cetak Sejarah di Liga Inggris",non-clickbait,0
Ridwan Kamil Sebut Dia dan Uu Ruzhanul Ulum Dwitunggal,non-clickbait,0
"Cari Pengganti Dirut Mandiri dan Inalum, Erick Thohir Belum Kantongi Nama",non-clickbait,0
Humas Pemerintah Diminta Aktif Sebar Konten Positif di Media Sosial,non-clickbait,0
Catatan Spesial Leicester Usai Permalukan Southampton 9-0,non-clickbait,0
Seperti Ini Cara Menghindarkan Anak Dari Kecanduan Gawai,clickbait,1
Festival Babukung Lamandau Targetkan 10.250 Wisatawan,non-clickbait,0
Korban Tewas Aksi Demonstrasi di Irak Terus Bertambah,non-clickbait,0
"Datang ke Papua, Mendagri Prioritaskan Sinkronisasi Program Tepat Sasaran",non-clickbait,0
"Perundingan Damai AS-Taliban Runtuh, Pakistan Kecewa Berat",non-clickbait,0
IPEX 2019 Target Jadi Titik Balik Peningkatan Pasar Properti Indonesia,non-clickbait,0
Hakim AS Validasi Penyelidikan Pemakzulan Trump,non-clickbait,0
Rudy Halim Jabat Chief Operating Officer PT Lippo Karawaci Tbk,non-clickbait,0
Paramedis Hong Kong Gabung Protes Anti-Pemerintah,non-clickbait,0
"Dominasi Belum Terputus, Vinales Tercepat di FP3",non-clickbait,0
"Ashleigh Barty Finis No.1 Dunia, Dapat Porsche Cayenne Coupe",non-clickbait,0
"Gantikan Johnny Plate, Taufik Basari Ditunjuk Jadi Ketua Fraksi NasDem MPR",non-clickbait,0
Preview Lecce vs Juventus: Tuan Rumah Limbung,non-clickbait,0
KPK Harap Menteri di Kabinet Indonesia Maju Buktikan Kinerja Secepatnya,non-clickbait,0
Hakim Meksiko Bebaskan 27 Anggota Kartel Narkoba yang Baru Ditangkap,non-clickbait,0
"Tekan Kecelakaan Kerja, Utomodeck Kenalkan Konsep Integrated Safety",non-clickbait,0
"Ditjenpas-BNPT Bahas 587 Napi Teroris, Dirjenpas: Ini Harus Jadi Perhatian Khusus",non-clickbait,0
Perusahaan Teknologi Bersaing Kembangkan Komputer Kuantum,non-clickbait,0
Pemkot Jaktim Pasang Pasang Besi Pembatas Jalan Sepanjang 512 Meter,non-clickbait,0
Dukung Pembangunan Nasional dengan Penguatan Jabatan Fungsional,non-clickbait,0
Sumur Baru di Lapangan Mandu Produksi Gas 17 MMscfd,non-clickbait,0
"Resmi Mendaftar, Lilis Komariah Mantap Pimpin REI Banten",non-clickbait,0
Fadel Mohammad Dorong Bupati Gorontalo Terus Bekerja,non-clickbait,0
"Pacu UMKM Digital Berbasis Pesantren, Pemerintah Gandeng Bukalapak",non-clickbait,0
Lakukan Hal Ini agar Tetap Fit di Bawah Cuaca Panas Ekstrem,clickbait,1
UEA Susul Saudi Gabung Koalisi Maritim Bentukan AS,non-clickbait,0
PLN Dorong Penggunaan Kendaraan Listrik lewat Karnaval Jakarta Langit Biru,non-clickbait,0
Penyesuaian Tarif PDAM Kota Gorontalo dengan Dua Metode,non-clickbait,0
Kemenag Luncurkan Aplikasi Perizinan Oline Pendirian PTKI Swasta,non-clickbait,0
"Kembalikan Formulir ke PDIP, Fahd: Pilkada Bukan Pamer Kekuatan",non-clickbait,0
Chapter 956 One Piece Ungkapkan Kematian Orang Dekat Luffy?,clickbait,1
"Dorong Investasi, Pemerintah Terbitkan Kawasan Berikat Mandiri",non-clickbait,0
"Setahun Lebih Diperbaiki, Kapal Induk Termahal AS Diuji Coba",non-clickbait,0
Prancis Sebut Tidak akan Ubah Keputusan Soal Snowden,non-clickbait,0
Penjualan Online Bakal Kerek Konsumsi Masyarakat di Akhir Tahun,non-clickbait,0
AS Masih Tekan Turki agar Hancurkan Sistem Rudal S-400 Rusia,non-clickbait,0
Pria 65 Tahun Tabrakan Diri ke KRL di Stasiun Sudimara,non-clickbait,0
"IHSG Ditutup Kehilangan 32,16 Poin Iringi Lonjakan Bursa Asia",non-clickbait,0
Prostitusi Diduga Libatkan Selebritas Digerebek di Kota Batu Jatim,non-clickbait,0
UNS Akan Anugerahkan Gelar Doktor Kehormatan ke Panglima TNI,non-clickbait,0
"Polisi Jepang Buru Pencuri Berlian Senilai Rp25,8 Miliar",non-clickbait,0
"Pamitan dengan Pegawai Kemenpora, Imam Nahrawi: Tetap Semangat ya",non-clickbait,0
Panglima TNI Ziarah ke Makam Panglima Besar Jenderal Soedirman,non-clickbait,0
"Atasi Karhutla, Pertamina Siapkan 4.000 Liter Avtur untuk Helikoper Water Bombing",non-clickbait,0
BKKBN Fokuskan Pelayanan KB di Perbatasan Jateng-Jatim,non-clickbait,0
"Demo Anti-Pemerintah Mencekam di Irak, 21 Orang Tewas",non-clickbait,0
Pelaku Usaha Tunggu Terobosan Para Menteri,non-clickbait,0
Dion Wiyoko dan Ardinia Wirasti Suka Cerita Urban Legend Lampor,non-clickbait,0
"Infrastruktur Kelistrikan, PLN UIP JBB Sumbang Daya 354 MVA",non-clickbait,0
Seorang Tentara Rusia Tembak Mati 8 Rekannya di Pangkalan Militer,non-clickbait,0
Turki Hampir Sepakat Membeli 36 Jet Tempur Su-35 Rusia,non-clickbait,0
Endeus Festival Jadi Ajang Asah Kemampuan Siswa SMK PGRI 2 Kudus,non-clickbait,0
Gedung Satpas SIM Bekasi Berteknologi FIFO Integrated System,non-clickbait,0
"Danai Pengelolaan Fiskal, ADB Berikan Pinjaman USD500 Juta",non-clickbait,0
Pelanggan XL Axiata Upgrade Smartphone Setiap Tahun,non-clickbait,0
"Harga Emas Antam Jaga Tren Penguatan, Emas Dunia Mendatar",non-clickbait,0
Delta Djakarta Luncurkan Anker Lychee dengan Perpaduan Unik,non-clickbait,0
MNC Leasing dan Gaya Makmur Group Kerja Sama Pembiayaan Alat Berat,non-clickbait,0
Kemkominfo Sosialisasikan Manfaat Bantuan Sosial kepada KPM BPNT/PKH,non-clickbait,0
Nelayan Legokjawa Pangandaran Desak Pengerukan Alur Sungai,non-clickbait,0
Pimpinan KPK Terpilih Harus Segera Dilantik,non-clickbait,0
Warga dan Anggota TNI-Polri di Merangin Jambi Salat Istisqa,non-clickbait,0
Pihak Bukalapak Benarkan Aplikasinya Hilang dari Play Store,non-clickbait,0
"Ganjil Genap Tak Efektif Atasi Kemacetan, DKI Disarankan Terapkan ERP",non-clickbait,0
Saudi Akan Serahkan Bukti Keterlibatan Iran dalam Serangan Kilang Minyak,non-clickbait,0
Unsur Pengawas Independen Tercantum di Pasal 37E UU KPK Baru,non-clickbait,0
"Gerindra Tak Persoalkan Pasal Penghinaan Presiden, Ini Alasannya",clickbait,1
"Siap Ikuti Proses Hukum, Imam Nahrawi Belum Berniat Ajukan Praperadilan",non-clickbait,0
Ini Manfaat Mengonsumsi Vitamin C Secara Teratur bagi Tubuh,clickbait,1
Penurunan Suku Bunga Langkah Tepat untuk Ekonomi Indonesia,non-clickbait,0
Kepala Bappenas Kembangkan Enam Kota Metropolitan Baru di Luar Jawa,non-clickbait,0
"Besok, Pemkab Bekasi Akan Perkenalkan Mobil Kancil untuk Angkutan Umum",non-clickbait,0
"Demonstrasi di Kota Sorong Dibubarkan, Sejumlah Pendemo Diamankan",non-clickbait,0
"BPK Ungkap 14.965 Masalah Senilai Rp10,35 Triliun",non-clickbait,0
Ombudsman Apresiasi Bea Cukai Jateng dan Daerah Istimewa Yogyakarta,non-clickbait,0
Persamaan Hak Narapidana Jadi Alasan Remisi Koruptor Dipermudah,non-clickbait,0
"Oktober 2019, Revitalisasi Pelayaran di Kepulauan Seribu Dimulai",non-clickbait,0
100 Perusahaan Digital Akan Ramaikan Indonesia Fintech Summit and Expo 2019,non-clickbait,0
Menkumham Tak Khawatir Revisi UU PAS Disebut Untungkan Koruptor,non-clickbait,0
"Pamitan, Imam Nahrawi Angkut Barang Miliknya dari Kantor Kemenpora",non-clickbait,0
Persija Yakin Bisa Tekuk Bali United,non-clickbait,0
Vanuatu dan Solomon Angkat Rusuh Papua di Dewan HAM PBB,non-clickbait,0
"Menko Polhukam Lantik 4 Pejabat Baru, Fokus Atasi Isu Papua hingga UU KPK",non-clickbait,0
"Cuaca Buruk, Tim SAR Cari Pesawat Kargo Hilang Kontak di Puncak Papua",non-clickbait,0
Istri Gus Dur Kecewa Pemerintah dan DPR Sahkan Revisi UU KPK,non-clickbait,0
"70 Tahun Diplomatik RI-Rusia, Pererat Hubungan Melalui Lomba Esai",non-clickbait,0
"Dampak Kabut Asap, BMKG: Kualitas Udara di Palembang Berbahaya",non-clickbait,0
BPJS Kesehatan Raih Penghargaan Revolusi Mental Awards 2019,non-clickbait,0
Bangun Kota Metropolitan Baru Perlu Koordinasi dan Antisipasi Urbanisasi,non-clickbait,0
Persija Tersungkur Menjamu Bali United,non-clickbait,0
IMLOW Apresiasi Ekspor Ulang Kontainer Limbah Plastik Impor,non-clickbait,0
"8 Minuman Teraneh yang Pernah Ada di Dunia, Berani Coba?",clickbait,1
DKI Dorong Kepulauan Seribu Jadi Pusat Wisata Konservasi Bawah Laut,non-clickbait,0
Darmin Sebut Pelonggaran LTV untuk Dongkrak Daya Beli,non-clickbait,0
Imigrasi Siap Layani Masyarakat Probolinggo dan Pasaman,non-clickbait,0
70 Menit yang Tenggelamkan Popularitas Eden Hazard,clickbait,1
Korut Diprediksi Punya 40 Hulu Ledak Nuklir Tahun Depan,non-clickbait,0
"RUU KUHP Ditunda, Ketua DPR Berharap Bisa Turunkan Tensi Politik",non-clickbait,0
Enam Pelaku Penyerangan Terhadap Warga Bukit Duri Ditangkap,non-clickbait,0
IMAC Resmi Hadir Sebagai Badan Mediasi Independen,non-clickbait,0
Rupiah Ditutup Membaik Saat Dolar AS Tergelincir,non-clickbait,0
Masalah Karhutla Dinilai Bukan Tanggung Jawa Kapolda dan Pangdam Saja,non-clickbait,0
"Ditangkap, Pasangan Ini Malah Asyik Bercinta di Mobil Polisi",clickbait,1
Panglima TNI Terima Gelar Honoris Causa dari UNS,non-clickbait,0
"Jajal Mobil Listrik, Anies Konvoi Mobil Mewah bersama Pebalap Sean Gelael",non-clickbait,0
Eropa Tekan DPR Minta Pasal LGBT Dihapus,non-clickbait,0
"Bantu Dunia Usaha Selesaikan Utang-Piutang, AKPI Harus Tingkatkan Kompetensi",non-clickbait,0
"Ulang Tahun, RM BTS Sumbang Rp1,1 Miliar ke Sekolah Tuna Rungu",non-clickbait,0
BMKG Kerahkan Tiga Posko Teknologi Modifikasi Cuaca,non-clickbait,0
Panglima TNI Raih Gelar Doktor Kehormatan dari UNS,non-clickbait,0
Mahasiswa Cirebon Demo Tolak Revisi UU KPK dan Karhutla,non-clickbait,0
Jokowi Belum Bersikap Soal RUU Pemasyarakatan,non-clickbait,0
Bupati Darwis Apresiasi BPK Perwakilan Provinsi Gorontalo,non-clickbait,0
Penurunan Uang Muka KPR 5% Hanya untuk Rumah Kedua,non-clickbait,0
"Kemenperin: Sistem IMEI Sudah Siap Pakai, Tinggal Tunggu Regulasi",non-clickbait,0
BTN Pede Relaksasi LTV Bakal Pacu Penyaluran KPR Non Subsidi,non-clickbait,0
"Korsleting Listrik, Satu Rumah di Cilandak Ludes Terbakar",non-clickbait,0
Jokowi Tunjuk Menaker Hanif Dhakiri Jabat Plt Menpora,non-clickbait,0
KPK Pastikan Penyidikan Kasus Menpora Dilakukan Sebelum Revisi UU KPK,non-clickbait,0
Kementan Optimis Target Swasembada Daging Sapi 2026 Tercapai,non-clickbait,0
Alasan Jokowi Tunjuk Hanif Dhakiri Jadi Plt Menpora,clickbait,1
"Soal RUU KUHP, Australia Keluarkan Travel Advice",non-clickbait,0
"Terganggu Kabut Asap, Jarak Balapan Tour de Siak 2019 Dipangkas",non-clickbait,0
"Kasus Provokasi Papua, Veronika Koman Ditetapkan Jadi Buronan",non-clickbait,0
"Tangani Tumpahan Minyak, Penutupan Sumur YYA1 Ditarget Akhir September 2019",non-clickbait,0
Presiden Madrid Incar Xabi Alonso Gantikan Zidane,non-clickbait,0
PKB Tidak Siapkan Pengganti Imam Nahrawi,non-clickbait,0
Pemkab Bolsel Hadiri Rakernas Apkasi 2019,non-clickbait,0
"Pertama Kali Di Kalimantan, E-Voting Pilkades Tabalong Berjalan Sukses",non-clickbait,0
"Datang ke Istana, Perwakilan Pemerintah China Puji Jokowi",non-clickbait,0
"Manfaatkan Karhutla, Sindikat Internasional Gagal Selundupkan Sabu ke Jakarta",non-clickbait,0
"Kucuran Modal Asing ke Indonesia Per September 2019 Capai Rp189,9 Triliun",non-clickbait,0
"Berikan Pendampingan Keluarga, Kemen PPPA Kembangkan Puspaga",non-clickbait,0
"Gunung Raja Paksi Raih Dana IPO Rp1,033 Triliun",non-clickbait,0
"Samsung Perbarui Keamanan Galaxy A80, S8 Series, dan Galaxy A5",non-clickbait,0
Pembangunan Sektor Kesehatan Sulut Fokus ke Pengembangan SDM,non-clickbait,0
Solskjaer Puji Penampilan Pemain Muda Manchester United,non-clickbait,0
"Bahayakan Penerbangan, 250 Liter Miras dan 117 Power Bank Dimusnahkan di Bandara Sam Ratulangi",non-clickbait,0
YLBHI Curiga Ada 'Modus' di Balik Pasal Penghinaan Presiden,clickbait,1
Dandim 1414 Tana Toraja Pimpin Langsung Pemadaman Karhutla,non-clickbait,0
Arsenal Puji Penampilan Pemain Muda Usai Kalahkan Frankfurt,non-clickbait,0
Pesan Tiket Pesawat Lewat T-Chat Bisa Gunakan WA dan Line,non-clickbait,0
Seekor Tokek Recoki Duterte Saat Berpidato,clickbait,1
Anggota DPD Papua Barat Digugat 6 Anggota MRPB di PN Jakpus,non-clickbait,0
Klasemen Lengkap Liga Europa 2019/2020 Matchday Pembuka,non-clickbait,0
Sam Eggington Rebut Sabuk Kelas Welter Super IBF Internasional,non-clickbait,0
Pemindahan Ibu Kota Negara Perlu Sinergi Antarlembaga,non-clickbait,0
"Sektor Kesehatan Hadapi Era Industri 4.0, Menkes Nila: Butuh Optimisme",non-clickbait,0
"Punya Prosesor Lengkap, Huawei Bidik Pasar Komputasi Berbasis AI",non-clickbait,0
Tips Membuat Balado Ikan Mujair yang Renyah,clickbait,1
Koalisi Saudi Luncurkan Operasi Militer di Yaman,non-clickbait,0
"IHSG Diprediksi Balik Menguat, Pilih 6 Saham Ini",clickbait,1
"Bentuk Menyerupai Cawan, China Zun Jadi Ikon Baru Beijing",non-clickbait,0
Lapan Pantau 281 Hotspot di Wilayah Sumatera Selatan,non-clickbait,0
Etika Penelitian,clickbait,1
Polda Kepri dan Gravity Enduro Indonesia Gelar Bhayangkara Enduro 2019,non-clickbait,0
"Rawan Kejahatan, Polda Bali Minta Polres Bandara Ngurah Rai Dibangun",non-clickbait,0
Penurunan Suku Bunga Diprediksi Membuat IHSG Rebound,non-clickbait,0
Pangdam Cenderawasih Kunjungi Korban Penembakan KSB Papua,non-clickbait,0
Pesantren Bakal Dapat Dana Abadi dari Alokasi Dana Pendidikan,non-clickbait,0
Peta Ibu Kota Baru di Kaltim Selesai Oktober,non-clickbait,0
Duterte Beri Rp268 Juta bagi Penangkap Penjahat Hidup atau Mati,non-clickbait,0
Hasil Lengkap Pertandingan Liga Europa 2019,non-clickbait,0
"Rupiah Akhir Pekan Dibuka Lesu, Pounds Bangkit",non-clickbait,0
"Genjot Investasi KEK Tanjung Lesung, Pemkab Pandeglang Permudah Calon Investor",non-clickbait,0
"Pengamat: Hujatan Marak di Medsos, Pasal Penghinaan Presiden Relevan",non-clickbait,0
"PUPR Hibahkan Aset Rusun dan Rusus Senilai Rp1,026 Triliun ke 76 Kabupaten-Kota",non-clickbait,0
"Tangani Hoaks, Indonesia-Malaysia Kerja Sama Bidang Government Public Relation",non-clickbait,0
Kolabora Hadirkan Coworking Space Full Service Berstandar Hotel,non-clickbait,0
"Jadi Pahlawan Man United, Solskjaer : Mason Greenwood Pemain Alami",non-clickbait,0
Aurum Digital-Hartadinata Kembangkan Platform Jual Beli Emas Online,non-clickbait,0
Harga Huawei Mate 30 Porsche Design RS Tembus Rp33 Juta,non-clickbait,0
Agung Laksono Pertanyakan Alasan Digelarnya Munaslub MKGR,non-clickbait,0
"Advokat Didakwa Beri Suap Rp5,29 Miliar ke Aspidsus Kejati Jateng",non-clickbait,0
Pemanfaatan Energi Terbarukan Penting untuk Pertumbuhan Ekonomi,non-clickbait,0
Tol Layang Jakarta-Cikampek II Operasional November 2019,non-clickbait,0
Penurunan Suku Bunga Bakal Mendorong Investasi,non-clickbait,0
Kapal Induk Baru Inggris HMS Prince of Wales Berlayar Perdana,non-clickbait,0
Greenwood Bisa Jadi Solusi Lini Depan United,non-clickbait,0
Kesejahteraan Pegawai KPK Belum Tentu Menurun Meski Berstatus ASN,non-clickbait,0
TBBM Pertamina Rewulu Bina Desa Gamol Jadi Ekonomi Ramah Lingkungan,non-clickbait,0
UU Pemasyarakatan Atur Narapidana Berhak Rekreasi,non-clickbait,0
iCar Asia Akuisi Carmudi Indonesia Senilai USD3 Juta,non-clickbait,0
